MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,speed_calc,acceleration,delta_heading,speed_ma,acceleration_ma,delta_heading_ma,LAT_pred,LON_pred,prediction_error
366985050,2020-01-01 00:00:16,30.52925,-91.25899,3.9,68.0,69.0,0.0,,0.0,0.0,,0.0,30.52925,-91.25899,0.0
366985270,2020-01-01 00:00:03,37.81684,-122.40723,10.1,137.8,140.0,0.0,,0.0,0.0,,0.0,37.81684,-122.40723,0.0
366985290,2020-01-01 00:00:04,37.8095,-122.41205,0.0,252.8,511.0,0.0,,0.0,0.0,,0.0,37.8095,-122.41205,0.0
366985310,2020-01-01 00:00:02,37.87281,-122.45534,0.1,310.1,350.0,0.0,,0.0,0.0,,0.0,37.87281,-122.45534,0.0
366986130,2020-01-01 00:00:44,29.82197,-92.13211,0.0,360.0,511.0,0.0,,0.0,0.0,,0.0,29.82197,-92.13211,0.0
366986310,2020-01-01 00:00:05,38.57135,-90.23187,0.0,105.6,511.0,0.0,,0.0,0.0,,0.0,38.57135,-90.23187,0.0
366986320,2020-01-01 00:00:00,38.58371,-90.21029,5.0,50.0,511.0,0.0,,0.0,0.0,,0.0,38.58371,-90.21029,0.0
366986350,2020-01-01 00:00:05,38.58054,-90.2195,0.0,112.0,511.0,0.0,,0.0,0.0,,0.0,38.58054,-90.2195,0.0
366986670,2020-01-01 00:00:00,29.79705,-95.05671,0.0,134.7,511.0,0.0,,0.0,0.0,,0.0,29.79705,-95.05671,0.0
366986680,2020-01-01 00:00:07,29.79685,-95.05665,0.0,158.6,511.0,0.0,,0.0,0.0,,0.0,29.79685,-95.05665,0.0
366986690,2020-01-01 00:00:12,29.79725,-95.06759,0.0,224.5,511.0,0.0,,0.0,0.0,,0.0,29.79725,-95.06759,0.0
366986780,2020-01-01 00:00:11,42.72599,-91.01711,0.0,117.5,511.0,0.0,,0.0,0.0,,0.0,42.72599,-91.01711,0.0
366987010,2020-01-01 00:00:01,41.30252,-88.59647,0.0,126.5,511.0,0.0,,0.0,0.0,,0.0,41.30252,-88.59647,0.0
366987070,2020-01-01 00:00:17,32.7237,-117.17378,0.0,360.0,78.0,0.0,,0.0,0.0,,0.0,32.7237,-117.17378,0.0
366987190,2020-01-01 00:01:20,45.73504,-122.85228,0.0,57.8,511.0,0.0,,0.0,0.0,,0.0,45.73504,-122.85228,0.0
366987890,2020-01-01 00:00:05,29.25682,-89.36017,0.0,360.0,119.0,0.0,,0.0,0.0,,0.0,29.25682,-89.36017,0.0
366988090,2020-01-01 00:00:14,30.38751,-87.96904,3.6,341.9,511.0,0.0,,0.0,0.0,,0.0,30.38751,-87.96904,0.0
366988190,2020-01-01 00:00:18,38.58311,-90.21465,0.0,137.0,47.0,0.0,,0.0,0.0,,0.0,38.58311,-90.21465,0.0
366988210,2020-01-01 00:00:07,40.64721,-89.61101,0.0,133.9,511.0,0.0,,0.0,0.0,,0.0,40.64721,-89.61101,0.0
366988240,2020-01-01 00:00:07,41.32035,-88.8797,0.0,176.9,511.0,0.0,,0.0,0.0,,0.0,41.32035,-88.8797,0.0
366988420,2020-01-01 00:00:08,41.29398,-72.90445,0.0,337.6,77.0,0.0,,0.0,0.0,,0.0,41.29398,-72.90445,0.0
366988440,2020-01-01 00:00:11,29.76393,-95.09624,3.6,93.7,511.0,0.0,,0.0,0.0,,0.0,29.76393,-95.09624,0.0
366988470,2020-01-01 00:00:05,29.934,-89.99703,1.2,302.3,511.0,0.0,,0.0,0.0,,0.0,29.934,-89.99703,0.0
366988580,2020-01-01 00:00:12,38.53963,-90.25018,0.0,152.5,511.0,0.0,,0.0,0.0,,0.0,38.53963,-90.25018,0.0
366988710,2020-01-01 00:00:03,36.17231,-86.8347,0.4,71.7,31.0,0.0,,0.0,0.0,,0.0,36.17231,-86.8347,0.0
366988760,2020-01-01 00:00:03,36.24461,-86.65854,0.0,232.9,326.0,0.0,,0.0,0.0,,0.0,36.24461,-86.65854,0.0
366988770,2020-01-01 00:00:06,37.08253,-88.5721,4.0,132.4,511.0,0.0,,0.0,0.0,,0.0,37.08253,-88.5721,0.0
366988880,2020-01-01 00:00:05,47.17272,-122.60669,7.4,116.4,511.0,0.0,,0.0,0.0,,0.0,47.17272,-122.60669,0.0
366989280,2020-01-01 00:00:16,38.83077,-82.1544,0.0,0.0,511.0,0.0,,0.0,0.0,,0.0,38.83077,-82.1544,0.0
366989360,2020-01-01 00:00:00,38.05335,-122.29194,35.6,247.0,247.0,0.0,,0.0,0.0,,0.0,38.05335,-122.29194,0.0
366989360,2020-01-01 00:01:02,38.04953,-122.30422,36.0,249.8,250.0,18.646957636848374,0.3007573812394899,3.0,9.323478818424187,0.3007573812394899,1.5,38.04953,-122.30422,0.0
366989380,2020-01-01 00:00:00,38.01859,-122.37762,35.8,50.0,511.0,0.0,,0.0,0.0,,0.0,38.01859,-122.37762,0.0
366989420,2020-01-01 00:00:00,30.38993,-81.4335,0.0,323.0,511.0,0.0,,0.0,0.0,,0.0,30.38993,-81.4335,0.0
366989480,2020-01-01 00:00:07,30.45808,-91.19226,0.0,0.0,511.0,0.0,,0.0,0.0,,0.0,30.45808,-91.19226,0.0
366989830,2020-01-01 00:00:00,30.34276,-91.18262,0.0,136.0,268.0,0.0,,0.0,0.0,,0.0,30.34276,-91.18262,0.0
366989830,2020-01-01 00:01:08,30.34276,-91.18263,0.0,218.9,267.0,0.01411225146268626,0.00020753310974538618,-1.0,0.00705612573134313,0.00020753310974538618,-0.5,30.34276,-91.18263,0.0
366989840,2020-01-01 00:00:13,30.34209,-91.19116,0.0,79.5,267.0,0.0,,0.0,0.0,,0.0,30.34209,-91.19116,0.0
366989930,2020-01-01 00:00:05,36.97285,-89.18396,7.2,108.3,103.0,0.0,,0.0,0.0,,0.0,36.97285,-89.18396,0.0
366989940,2020-01-01 00:00:06,38.0121,-90.08029,0.0,240.9,290.0,0.0,,0.0,0.0,,0.0,38.0121,-90.08029,0.0
366989950,2020-01-01 00:00:09,34.61619,-90.58772,3.8,327.7,348.0,0.0,,0.0,0.0,,0.0,34.61619,-90.58772,0.0
366990010,2020-01-01 00:00:02,37.84912,-89.74169,0.0,219.7,336.0,0.0,,0.0,0.0,,0.0,37.84912,-89.74169,0.0
366990010,2020-01-01 00:01:21,37.84912,-89.74169,0.0,244.4,336.0,0.0,0.0,0.0,0.0,0.0,0.0,37.84912,-89.74169,0.0
366990450,2020-01-01 00:00:04,47.27171,-122.82091,4.3,220.0,511.0,0.0,,0.0,0.0,,0.0,47.27171,-122.82091,0.0
366990570,2020-01-01 00:00:03,41.50388,-73.9929,3.8,34.8,511.0,0.0,,0.0,0.0,,0.0,41.50388,-73.9929,0.0
366991080,2020-01-01 00:00:06,29.81924,-93.95931,4.5,346.9,511.0,0.0,,0.0,0.0,,0.0,29.81924,-93.95931,0.0
366991260,2020-01-01 00:00:00,29.68516,-91.21283,7.2,224.5,511.0,0.0,,0.0,0.0,,0.0,29.68516,-91.21283,0.0
366991740,2020-01-01 00:00:00,29.33849,-94.77163,27.3,255.2,249.0,0.0,,0.0,0.0,,0.0,29.33849,-94.77163,0.0
366991860,2020-01-01 00:00:08,30.04915,-90.53686,0.0,105.3,9.0,0.0,,0.0,0.0,,0.0,30.04915,-90.53686,0.0
366992110,2020-01-01 00:00:06,33.87043,-78.60843,0.2,245.8,511.0,0.0,,0.0,0.0,,0.0,33.87043,-78.60843,0.0
366992950,2020-01-01 00:00:27,29.40431,-90.27339,0.0,237.6,511.0,0.0,,0.0,0.0,,0.0,29.40431,-90.27339,0.0
366993080,2020-01-01 00:00:08,38.71465,-90.17021,0.0,148.8,511.0,0.0,,0.0,0.0,,0.0,38.71465,-90.17021,0.0
366993080,2020-01-01 00:01:16,38.71464,-90.17021,0.0,163.4,511.0,0.016352195088359528,0.00024047345718175776,0.0,0.008176097544179764,0.00024047345718175776,0.0,38.71464,-90.17021,0.0
366993120,2020-01-01 00:00:12,29.93204,-90.32761,0.0,252.0,511.0,0.0,,0.0,0.0,,0.0,29.93204,-90.32761,0.0
366993180,2020-01-01 00:00:02,28.91106,-95.35844,3.5,55.0,511.0,0.0,,0.0,0.0,,0.0,28.91106,-95.35844,0.0
366993180,2020-01-01 00:01:03,28.91166,-95.35753,3.6,50.0,511.0,1.817892151635278,0.02980151068254554,0.0,0.908946075817639,0.02980151068254554,0.0,28.91166,-95.35753,0.0
366993230,2020-01-01 00:00:07,29.99505,-90.41188,0.1,189.9,511.0,0.0,,0.0,0.0,,0.0,29.99505,-90.41188,0.0
366993380,2020-01-01 00:00:12,29.77852,-95.10074,0.0,173.0,275.0,0.0,,0.0,0.0,,0.0,29.77852,-95.10074,0.0
366993420,2020-01-01 00:00:11,29.69349,-91.50025,4.7,113.0,115.0,0.0,,0.0,0.0,,0.0,29.69349,-91.50025,0.0
366993430,2020-01-01 00:00:12,29.50219,-94.87323,8.1,146.0,144.0,0.0,,0.0,0.0,,0.0,29.50219,-94.87323,0.0
366993550,2020-01-01 00:00:08,38.80576,-84.21776,0.0,152.3,511.0,0.0,,0.0,0.0,,0.0,38.80576,-84.21776,0.0
366993620,2020-01-01 00:00:10,30.00889,-93.98615,0.0,7.1,206.0,0.0,,0.0,0.0,,0.0,30.00889,-93.98615,0.0
366993880,2020-01-01 00:00:02,40.80799,-73.82315,0.5,126.0,511.0,0.0,,0.0,0.0,,0.0,40.80799,-73.82315,0.0
366993970,2020-01-01 00:00:00,41.44144,-73.98465,5.7,325.6,511.0,0.0,,0.0,0.0,,0.0,41.44144,-73.98465,0.0
366994190,2020-01-01 00:00:03,35.10369,-90.08482,0.1,233.2,276.0,0.0,,0.0,0.0,,0.0,35.10369,-90.08482,0.0
366994750,2020-01-01 00:00:14,41.07268,-73.91486,0.0,267.8,298.0,0.0,,0.0,0.0,,0.0,41.07268,-73.91486,0.0
366994920,2020-01-01 00:00:00,44.10449,-69.10241,0.0,137.1,511.0,0.0,,0.0,0.0,,0.0,44.10449,-69.10241,0.0
366995010,2020-01-01 00:00:23,18.44756,-66.09085,0.0,20.0,50.0,0.0,,0.0,0.0,,0.0,18.44756,-66.09085,0.0
366995180,2020-01-01 00:00:05,29.41888,-94.72652,0.0,245.6,511.0,0.0,,0.0,0.0,,0.0,29.41888,-94.72652,0.0
366995250,2020-01-01 00:00:06,29.96352,-90.02735,0.0,254.6,511.0,0.0,,0.0,0.0,,0.0,29.96352,-90.02735,0.0
366995260,2020-01-01 00:00:07,30.46958,-91.19315,0.0,334.8,511.0,0.0,,0.0,0.0,,0.0,30.46958,-91.19315,0.0
366995280,2020-01-01 00:00:05,29.75057,-95.09995,0.0,223.9,511.0,0.0,,0.0,0.0,,0.0,29.75057,-95.09995,0.0
366995280,2020-01-01 00:01:16,29.75057,-95.09993,0.0,278.2,511.0,0.027194015379353644,0.00038301430111765695,0.0,0.013597007689676822,0.00038301430111765695,0.0,29.75057,-95.09993,0.0
366995290,2020-01-01 00:00:13,29.93202,-93.872,6.8,38.3,35.0,0.0,,0.0,0.0,,0.0,29.93202,-93.872,0.0
366995330,2020-01-01 00:01:09,29.90983,-91.22741,0.0,207.1,130.0,0.0,,0.0,0.0,,0.0,29.90983,-91.22741,0.0
366995360,2020-01-01 00:00:06,30.37562,-91.22712,0.1,103.5,511.0,0.0,,0.0,0.0,,0.0,30.37562,-91.22712,0.0
366995410,2020-01-01 00:00:11,30.4655,-91.19463,0.0,122.3,0.0,0.0,,0.0,0.0,,0.0,30.4655,-91.19463,0.0
366995450,2020-01-01 00:00:12,30.37557,-91.22717,0.0,346.9,107.0,0.0,,0.0,0.0,,0.0,30.37557,-91.22717,0.0
366995450,2020-01-01 00:01:21,30.37557,-91.22718,0.1,290.8,107.0,0.01390306194572369,0.00020149365138729986,0.0,0.006951530972861845,0.00020149365138729986,0.0,30.37557,-91.22718,0.0
366995460,2020-01-01 00:00:00,30.08187,-93.2844,4.9,129.1,128.0,0.0,,0.0,0.0,,0.0,30.08187,-93.2844,0.0
366995560,2020-01-01 00:00:09,29.31092,-94.81685,3.8,274.5,255.0,0.0,,0.0,0.0,,0.0,29.31092,-94.81685,0.0
366995580,2020-01-01 00:00:11,29.75245,-95.16522,0.1,226.7,45.0,0.0,,0.0,0.0,,0.0,29.75245,-95.16522,0.0
366995590,2020-01-01 00:00:12,30.21488,-91.0535,0.0,322.5,281.0,0.0,,0.0,0.0,,0.0,30.21488,-91.0535,0.0
366995620,2020-01-01 00:00:15,29.94073,-93.86596,7.5,202.2,209.0,0.0,,0.0,0.0,,0.0,29.94073,-93.86596,0.0
366995620,2020-01-01 00:01:24,29.93862,-93.8671,7.2,207.9,217.0,3.7545264839242054,0.054413427303249357,8.0,1.8772632419621027,0.054413427303249357,4.0,29.93862,-93.8671,0.0
366995670,2020-01-01 00:00:07,28.96619,-95.34151,6.8,309.0,307.0,0.0,,0.0,0.0,,0.0,28.96619,-95.34151,0.0
366995670,2020-01-01 00:01:08,28.96736,-95.34316,6.8,310.8,310.0,3.3872201566202147,0.05552819928885598,3.0,1.6936100783101073,0.05552819928885598,1.5,28.96736,-95.34316,0.0
366995760,2020-01-01 00:00:06,38.44941,-82.60241,0.0,142.6,511.0,0.0,,0.0,0.0,,0.0,38.44941,-82.60241,0.0
366995760,2020-01-01 00:01:17,38.44941,-82.60241,0.0,140.2,511.0,0.0,0.0,0.0,0.0,0.0,0.0,38.44941,-82.60241,0.0
366995770,2020-01-01 00:00:03,28.9447,-95.32823,0.1,330.0,315.0,0.0,,0.0,0.0,,0.0,28.9447,-95.32823,0.0
366995780,2020-01-01 00:00:05,29.73241,-95.13026,0.1,288.4,270.0,0.0,,0.0,0.0,,0.0,29.73241,-95.13026,0.0
366995790,2020-01-01 00:00:06,29.52314,-94.49442,5.2,63.5,65.0,0.0,,0.0,0.0,,0.0,29.52314,-94.49442,0.0
366995830,2020-01-01 00:00:07,29.81038,-92.0569,4.8,71.3,71.0,0.0,,0.0,0.0,,0.0,29.81038,-92.0569,0.0
366995840,2020-01-01 00:00:11,29.74793,-95.09773,0.0,277.0,48.0,0.0,,0.0,0.0,,0.0,29.74793,-95.09773,0.0
366995910,2020-01-01 00:00:08,29.76517,-95.09123,0.2,95.9,159.0,0.0,,0.0,0.0,,0.0,29.76517,-95.09123,0.0
366995960,2020-01-01 00:01:01,30.521,-91.20719,4.6,308.8,283.0,0.0,,0.0,0.0,,0.0,30.521,-91.20719,0.0
366995990,2020-01-01 00:00:00,26.85006,-97.46643,0.0,101.1,183.0,0.0,,0.0,0.0,,0.0,26.85006,-97.46643,0.0
366996020,2020-01-01 00:01:07,29.72541,-95.26355,0.0,95.8,71.0,0.0,,0.0,0.0,,0.0,29.72541,-95.26355,0.0
366996130,2020-01-01 00:00:08,29.40513,-94.74292,0.1,317.7,511.0,0.0,,0.0,0.0,,0.0,29.40513,-94.74292,0.0
366996140,2020-01-01 00:00:13,29.76363,-95.09373,0.0,286.5,143.0,0.0,,0.0,0.0,,0.0,29.76363,-95.09373,0.0
366996190,2020-01-01 00:00:08,34.21553,-77.95722,0.0,271.7,229.0,0.0,,0.0,0.0,,0.0,34.21553,-77.95722,0.0
366996240,2020-01-01 00:00:00,29.95567,-90.02406,0.1,194.4,511.0,0.0,,0.0,0.0,,0.0,29.95567,-90.02406,0.0
366996290,2020-01-01 00:00:07,29.73131,-95.02198,5.5,207.5,511.0,0.0,,0.0,0.0,,0.0,29.73131,-95.02198,0.0
366996310,2020-01-01 00:00:05,33.00785,-79.89875,0.0,215.1,511.0,0.0,,0.0,0.0,,0.0,33.00785,-79.89875,0.0
366996340,2020-01-01 00:00:05,30.25625,-89.18405,6.0,226.3,511.0,0.0,,0.0,0.0,,0.0,30.25625,-89.18405,0.0
366996360,2020-01-01 00:00:11,30.08468,-93.28938,0.0,186.5,197.0,0.0,,0.0,0.0,,0.0,30.08468,-93.28938,0.0
366996430,2020-01-01 00:00:07,38.40337,-82.55637,0.0,0.0,107.0,0.0,,0.0,0.0,,0.0,38.40337,-82.55637,0.0
366996430,2020-01-01 00:01:17,38.40337,-82.55638,0.0,0.0,107.0,0.012448381990577842,0.0001778340284368263,0.0,0.006224190995288921,0.0001778340284368263,0.0,38.40337,-82.55638,0.0
366996460,2020-01-01 00:00:00,29.75948,-95.10329,3.1,290.2,291.0,0.0,,0.0,0.0,,0.0,29.75948,-95.10329,0.0
366996490,2020-01-01 00:00:08,27.93972,-97.05978,5.0,176.2,511.0,0.0,,0.0,0.0,,0.0,27.93972,-97.05978,0.0
366996510,2020-01-01 00:00:11,29.76168,-95.10391,0.0,159.3,511.0,0.0,,0.0,0.0,,0.0,29.76168,-95.10391,0.0
366996540,2020-01-01 00:00:08,29.78326,-92.1499,4.5,266.1,511.0,0.0,,0.0,0.0,,0.0,29.78326,-92.1499,0.0
366996570,2020-01-01 00:00:09,29.78895,-95.07089,1.6,333.0,511.0,0.0,,0.0,0.0,,0.0,29.78895,-95.07089,0.0
366996630,2020-01-01 00:00:12,27.8247,-97.43678,0.0,223.9,511.0,0.0,,0.0,0.0,,0.0,27.8247,-97.43678,0.0
366996630,2020-01-01 00:01:21,27.82472,-97.43678,0.0,128.9,511.0,0.03223041351894178,0.000467107442303504,0.0,0.01611520675947089,0.000467107442303504,0.0,27.82472,-97.43678,0.0
366996640,2020-01-01 00:00:22,29.92811,-92.64351,3.2,289.2,290.0,0.0,,0.0,0.0,,0.0,29.92811,-92.64351,0.0
366996680,2020-01-01 00:00:11,30.05889,-93.57509,6.1,272.3,270.0,0.0,,0.0,0.0,,0.0,30.05889,-93.57509,0.0
366996750,2020-01-01 00:00:07,27.81962,-97.47215,0.1,113.1,511.0,0.0,,0.0,0.0,,0.0,27.81962,-97.47215,0.0
366996750,2020-01-01 00:01:08,27.81962,-97.47215,0.1,101.5,511.0,0.0,0.0,0.0,0.0,0.0,0.0,27.81962,-97.47215,0.0
366996790,2020-01-01 00:00:12,30.02005,-94.02672,0.0,25.8,296.0,0.0,,0.0,0.0,,0.0,30.02005,-94.02672,0.0
366996910,2020-01-01 00:00:07,30.2093,-91.05547,0.0,66.0,279.0,0.0,,0.0,0.0,,0.0,30.2093,-91.05547,0.0
366996910,2020-01-01 00:01:17,30.2093,-91.05545,0.0,99.4,279.0,0.02745539803593076,0.000392219971941868,0.0,0.01372769901796538,0.000392219971941868,0.0,30.2093,-91.05545,0.0
366997240,2020-01-01 00:00:11,29.60981,-95.02455,0.0,243.8,232.0,0.0,,0.0,0.0,,0.0,29.60981,-95.02455,0.0
366997360,2020-01-01 00:00:09,29.31204,-94.8054,0.0,3.4,175.0,0.0,,0.0,0.0,,0.0,29.31204,-94.8054,0.0
366997410,2020-01-01 00:00:07,29.99688,-89.99406,0.0,223.2,511.0,0.0,,0.0,0.0,,0.0,29.99688,-89.99406,0.0
366997430,2020-01-01 00:00:06,29.57134,-90.70941,0.0,146.6,511.0,0.0,,0.0,0.0,,0.0,29.57134,-90.70941,0.0
366997430,2020-01-01 00:01:07,29.57133,-90.70938,0.0,146.6,511.0,0.050936217477025016,0.0008350199586397544,0.0,0.025468108738512508,0.0008350199586397544,0.0,29.57133,-90.70938,0.0
366997450,2020-01-01 00:00:15,29.57101,-90.70901,0.0,223.6,511.0,0.0,,0.0,0.0,,0.0,29.57101,-90.70901,0.0
366997480,2020-01-01 00:00:00,46.75332,-92.09428,0.0,0.0,511.0,0.0,,0.0,0.0,,0.0,46.75332,-92.09428,0.0
366997610,2020-01-01 00:00:00,29.85869,-93.94068,0.0,227.7,511.0,0.0,,0.0,0.0,,0.0,29.85869,-93.94068,0.0
366997630,2020-01-01 00:00:05,29.96357,-93.86157,0.1,218.4,511.0,0.0,,0.0,0.0,,0.0,29.96357,-93.86157,0.0
366997690,2020-01-01 00:00:06,29.09659,-95.20251,4.3,7.5,511.0,0.0,,0.0,0.0,,0.0,29.09659,-95.20251,0.0
366997710,2020-01-01 00:00:11,29.75621,-95.09609,0.1,242.5,511.0,0.0,,0.0,0.0,,0.0,29.75621,-95.09609,0.0
366997730,2020-01-01 00:00:06,30.04856,-90.51527,6.4,75.2,511.0,0.0,,0.0,0.0,,0.0,30.04856,-90.51527,0.0
366997750,2020-01-01 00:00:03,28.87372,-95.43883,0.0,114.1,511.0,0.0,,0.0,0.0,,0.0,28.87372,-95.43883,0.0
366997760,2020-01-01 00:00:25,30.04729,-90.58631,0.1,234.3,511.0,0.0,,0.0,0.0,,0.0,30.04729,-90.58631,0.0
366997760,2020-01-01 00:01:34,30.04723,-90.58704,4.3,263.0,511.0,1.0228957228901165,0.01482457569405966,0.0,0.5114478614450583,0.01482457569405966,0.0,30.04723,-90.58704,0.0
366997780,2020-01-01 00:00:11,30.06913,-90.89525,0.1,116.3,511.0,0.0,,0.0,0.0,,0.0,30.06913,-90.89525,0.0
366997820,2020-01-01 00:00:08,30.05863,-90.85415,0.0,298.6,511.0,0.0,,0.0,0.0,,0.0,30.05863,-90.85415,0.0
366997830,2020-01-01 00:00:06,29.96025,-90.2883,0.0,99.7,511.0,0.0,,0.0,0.0,,0.0,29.96025,-90.2883,0.0
366997870,2020-01-01 00:00:09,38.46847,-90.28332,0.1,202.0,511.0,0.0,,0.0,0.0,,0.0,38.46847,-90.28332,0.0
366997920,2020-01-01 00:00:05,30.40661,-91.20109,0.0,308.5,42.0,0.0,,0.0,0.0,,0.0,30.40661,-91.20109,0.0
366997930,2020-01-01 00:01:10,29.94122,-90.35938,0.0,111.3,511.0,0.0,,0.0,0.0,,0.0,29.94122,-90.35938,0.0
366997940,2020-01-01 00:00:07,29.74997,-95.0947,0.0,242.4,511.0,0.0,,0.0,0.0,,0.0,29.74997,-95.0947,0.0
366998040,2020-01-01 00:00:10,27.81497,-97.21632,7.9,259.9,511.0,0.0,,0.0,0.0,,0.0,27.81497,-97.21632,0.0
366998050,2020-01-01 00:00:08,29.74187,-95.17405,0.1,116.2,511.0,0.0,,0.0,0.0,,0.0,29.74187,-95.17405,0.0
366998080,2020-01-01 00:00:07,29.9323,-90.18152,8.7,52.1,511.0,0.0,,0.0,0.0,,0.0,29.9323,-90.18152,0.0
366998130,2020-01-01 00:00:11,29.97449,-90.39977,0.0,204.0,511.0,0.0,,0.0,0.0,,0.0,29.97449,-90.39977,0.0
366998170,2020-01-01 00:00:08,40.64865,-74.09588,0.0,309.1,270.0,0.0,,0.0,0.0,,0.0,40.64865,-74.09588,0.0
366998510,2020-01-01 00:00:01,37.82208,-122.312,0.0,222.6,283.0,0.0,,0.0,0.0,,0.0,37.82208,-122.312,0.0
366998520,2020-01-01 00:00:00,39.26953,-76.58491,0.0,171.0,511.0,0.0,,0.0,0.0,,0.0,39.26953,-76.58491,0.0
366998520,2020-01-01 00:01:09,39.26952,-76.58489,0.0,171.0,511.0,0.02970360941678623,0.00043048709299690186,0.0,0.014851804708393115,0.00043048709299690186,0.0,39.26952,-76.58489,0.0
366998580,2020-01-01 00:00:07,29.99649,-93.91482,0.0,216.4,511.0,0.0,,0.0,0.0,,0.0,29.99649,-93.91482,0.0
366998680,2020-01-01 00:00:05,37.80572,-122.34681,10.1,54.3,511.0,0.0,,0.0,0.0,,0.0,37.80572,-122.34681,0.0
366998820,2020-01-01 00:00:03,40.64547,-74.12187,0.1,304.6,511.0,0.0,,0.0,0.0,,0.0,40.64547,-74.12187,0.0
366998830,2020-01-01 00:00:06,35.98326,-121.67769,9.1,141.3,511.0,0.0,,0.0,0.0,,0.0,35.98326,-121.67769,0.0
366998840,2020-01-01 00:00:09,33.73125,-118.19988,0.4,38.7,171.0,0.0,,0.0,0.0,,0.0,33.73125,-118.19988,0.0
366998840,2020-01-01 00:01:19,33.7313,-118.19978,0.4,92.3,160.0,0.15414527421304547,0.0022020753459006497,-11.0,0.07707263710652273,0.0022020753459006497,-5.5,33.7313,-118.19978,0.0
366998890,2020-01-01 00:01:00,29.96873,-93.8599,0.0,223.9,511.0,0.0,,0.0,0.0,,0.0,29.96873,-93.8599,0.0
366998910,2020-01-01 00:00:05,29.95339,-93.86555,0.0,242.2,511.0,0.0,,0.0,0.0,,0.0,29.95339,-93.86555,0.0
366999267,2020-01-01 00:00:10,30.32392,-91.13696,0.0,249.9,71.0,0.0,,0.0,0.0,,0.0,30.32392,-91.13696,0.0
366999296,2020-01-01 00:00:03,42.29877,-83.09302,0.0,258.2,511.0,0.0,,0.0,0.0,,0.0,42.29877,-83.09302,0.0
366999302,2020-01-01 00:00:06,39.87546,-75.20949,0.0,268.1,511.0,0.0,,0.0,0.0,,0.0,39.87546,-75.20949,0.0
366999372,2020-01-01 00:00:07,36.29395,-86.65657,0.0,305.8,216.0,0.0,,0.0,0.0,,0.0,36.29395,-86.65657,0.0
366999387,2020-01-01 00:00:11,31.52489,-92.72751,0.0,239.1,511.0,0.0,,0.0,0.0,,0.0,31.52489,-92.72751,0.0
366999387,2020-01-01 00:01:12,31.52489,-92.7275,0.0,239.4,511.0,0.015538362699751028,0.00025472725737296767,0.0,0.007769181349875514,0.00025472725737296767,0.0,31.52489,-92.7275,0.0
366999388,2020-01-01 00:00:06,30.7639,-91.38486,0.0,49.8,511.0,0.0,,0.0,0.0,,0.0,30.7639,-91.38486,0.0
366999423,2020-01-01 00:00:02,40.51055,-80.11168,0.0,290.5,124.0,0.0,,0.0,0.0,,0.0,40.51055,-80.11168,0.0
366999450,2020-01-01 00:00:09,33.25252,-87.44825,0.0,269.1,511.0,0.0,,0.0,0.0,,0.0,33.25252,-87.44825,0.0
366999508,2020-01-01 00:00:10,27.81489,-97.40448,0.0,185.0,123.0,0.0,,0.0,0.0,,0.0,27.81489,-97.40448,0.0
366999512,2020-01-01 00:00:14,29.31307,-94.81665,0.0,0.0,8.0,0.0,,0.0,0.0,,0.0,29.31307,-94.81665,0.0
366999519,2020-01-01 00:00:08,34.25125,-91.94816,0.0,91.1,26.0,0.0,,0.0,0.0,,0.0,34.25125,-91.94816,0.0
366999519,2020-01-01 00:01:17,34.25125,-91.94816,0.0,134.9,26.0,0.0,0.0,0.0,0.0,0.0,0.0,34.25125,-91.94816,0.0
366999523,2020-01-01 00:00:15,35.1591,-90.05075,0.0,56.4,48.0,0.0,,0.0,0.0,,0.0,35.1591,-90.05075,0.0
366999600,2020-01-01 00:00:05,41.67773,-124.21159,6.9,356.2,511.0,0.0,,0.0,0.0,,0.0,41.67773,-124.21159,0.0
366999606,2020-01-01 00:00:07,48.10707,-122.77284,0.0,161.8,511.0,0.0,,0.0,0.0,,0.0,48.10707,-122.77284,0.0
366999613,2020-01-01 00:00:01,36.91288,-76.17636,102.3,360.0,195.0,0.0,,0.0,0.0,,0.0,36.91288,-76.17636,0.0
366999613,2020-01-01 00:01:11,36.91289,-76.17636,102.3,360.0,195.0,0.0158849895144064,0.00022692842163437717,0.0,0.0079424947572032,0.00022692842163437717,0.0,36.91289,-76.17636,0.0
366999701,2020-01-01 00:00:12,26.67596,-80.02339,1.1,8.6,511.0,0.0,,0.0,0.0,,0.0,26.67596,-80.02339,0.0
366999974,2020-01-01 00:00:13,40.67273,-74.09021,0.0,86.0,156.0,0.0,,0.0,0.0,,0.0,40.67273,-74.09021,0.0
367000140,2020-01-01 00:00:01,40.67687,-74.03619,13.0,13.1,15.0,0.0,,0.0,0.0,,0.0,40.67687,-74.03619,0.0
367000150,2020-01-01 00:00:07,40.70034,-74.01344,0.0,154.0,354.0,0.0,,0.0,0.0,,0.0,40.70034,-74.01344,0.0
367000620,2020-01-01 00:00:00,53.90523,-166.51183,0.0,260.3,200.0,0.0,,0.0,0.0,,0.0,53.90523,-166.51183,0.0
367001000,2020-01-01 00:00:05,32.70467,-117.16218,0.0,181.4,511.0,0.0,,0.0,0.0,,0.0,32.70467,-117.16218,0.0
367001230,2020-01-01 00:00:00,59.6058,-151.42381,0.0,7.2,511.0,0.0,,0.0,0.0,,0.0,59.6058,-151.42381,0.0
